,,,,,,,WAIST,OUTSEAM,INSEAM,FRONTRISE,CUFF,BACKRISE,
,,Dockers Men's,Signature Khaki D1 Slim Fit Flat Front,$35.99 ,http://www.zappos.com/images/z/1/0/6/1068464-p-DETAILED.jpg,http://www.zappos.com/product/7609894,,42,32,11,18,15,
,,Dockers Men's,Signature Khaki D3 Classic Fit Flat Front,$35.99 ,http://www.zappos.com/images/z/1/0/6/1066420-p-DETAILED.jpg,http://www.zappos.com/product/7608803,,44,34,12,20,16,
,,Dockers Men's,Signature Khaki D3 Classic Fit Pleated,$35.99 ,http://www.zappos.com/images/z/1/0/6/1066456-p-DETAILED.jpg,http://www.zappos.com/product/7608810,,,32,12,20,16,
,,Dockers Men's,Signature Khaki D3 Classic Fit Pleated,$35.99 ,http://www.zappos.com/images/z/1/0/6/1066456-p-DETAILED.jpg,http://www.zappos.com/product/7608810,,,32,12,20,16,
,,Dockers Men's,Signature Khaki D1 Slim Fit Flat Front,$35.99 ,http://www.zappos.com/images/z/1/0/6/1068464-p-DETAILED.jpg,http://www.zappos.com/product/7609894,,42,32,11,18,15,
,,Dockers Men's,Signature Khaki D3 Classic Fit Flat Front,$35.99 ,http://www.zappos.com/images/z/1/0/6/1066420-p-DETAILED.jpg,http://www.zappos.com/product/7608803,,44,34,12,20,16,
,,Dockers Men's,Herringbone Khaki D1 Slim Fit Flat Front,$31.99 ,http://www.zappos.com/images/z/1/1/2/1124021-p-DETAILED.jpg,http://www.zappos.com/product/7634499,,,34,12,18,16,
,,Life is good,Softwash Sweatpants,$50.00 ,http://www.zappos.com/images/z/1/1/6/1167046-p-DETAILED.jpg,http://www.zappos.com/product/7653601,,,,,,,
,,Life is good,Softwash Sweatpants,$50.00 ,http://www.zappos.com/images/z/1/1/6/1167046-p-DETAILED.jpg,http://www.zappos.com/product/7653601,,,,,,,
,,Jack Spade,The Blainville,$85.99 ,http://www.zappos.com/images/z/1/1/2/1127806-p-DETAILED.jpg,http://www.zappos.com/product/7636346,,,,,,,
,,Patagonia,Men's Capilene 3 MW Bottom,$49.00 ,http://www.zappos.com/images/z/1/1/3/8/2/7/1138271-p-DETAILED.jpg,http://www.zappos.com/product/7641416,,,,,,,
,,Patagonia,Men's Capilene 3 MW Bottom,$49.00 ,http://www.zappos.com/images/z/1/1/3/8/2/7/1138271-p-DETAILED.jpg,http://www.zappos.com/product/7641416,,,,,,,
,,Patagonia,Men's Capilene 2 LW Bottom,$45.00 ,http://www.zappos.com/images/z/1/1/3/1138290-p-DETAILED.jpg,http://www.zappos.com/product/7641420,,,,,,,
,,Patagonia,Men's Capilene 3 MW Bottom,$49.00 ,http://www.zappos.com/images/z/1/1/3/8/2/7/1138271-p-DETAILED.jpg,http://www.zappos.com/product/7641416,,,,,,,
,,Patagonia,Men's Capilene 2 LW Bottom,$45.00 ,http://www.zappos.com/images/z/1/1/3/1138290-p-DETAILED.jpg,http://www.zappos.com/product/7641420,,,,,,,
,,Patagonia,Men's Capilene&#174; 4 EW Bottoms,$69.00 ,http://www.zappos.com/images/z/1/1/3/1138260-p-DETAILED.jpg,http://www.zappos.com/product/7641413,,,,,,,
,,Patagonia,Men's Capilene 3 MW Bottom,$49.00 ,http://www.zappos.com/images/z/1/1/3/8/2/7/1138271-p-DETAILED.jpg,http://www.zappos.com/product/7641416,,,,,,,
,,Patagonia,Men's Capilene 2 LW Bottom,$45.00 ,http://www.zappos.com/images/z/1/1/3/1138290-p-DETAILED.jpg,http://www.zappos.com/product/7641420,,,,,,,
,,The North Face,Men's Hybrid Tights,$65.00 ,http://www.zappos.com/images/z/1/1/5/3/1/9/1153193-p-DETAILED.jpg,http://www.zappos.com/product/7647959,28,38,28,11,8,16,
,,Dockers Big & Tall,Big & Tall Signature Khaki D3 Classic Fit Flat Front,$39.99 ,http://www.zappos.com/images/z/1/1/9/1192623-p-DETAILED.jpg,http://www.zappos.com/product/7816888,46,43,32,14,20,18,
,,CW-X,Insulator Performx Tight&#8482;,$80.00 ,http://www.zappos.com/images/z/1/1/7/1177868-p-DETAILED.jpg,http://www.zappos.com/product/7657963,,,,,,,
,,Vivienne Westwood,S25KA0186 S39019 001,$295.99 ,http://www.zappos.com/images/z/1/1/8/1181760-p-DETAILED.jpg,http://www.zappos.com/product/7659654,,,,,,,
,,Vivienne Westwood,S25KA0176 S38885 090,$150.99 ,http://www.zappos.com/images/z/1/1/8/1181956-p-DETAILED.jpg,http://www.zappos.com/product/7659768,,43.5,25.5,,16.5,,
,,Vivienne Westwood,S25KA0176 S38885 090,$150.99 ,http://www.zappos.com/images/z/1/1/8/1181956-p-DETAILED.jpg,http://www.zappos.com/product/7659768,,43.5,25.5,,16.5,,
,,Tommy Bahama,Curtis,$98.00 ,http://www.zappos.com/images/z/1/1/9/1195547-p-DETAILED.jpg,http://www.zappos.com/product/7468585,,,,,,,
,,Dockers Men's,Advantage 365 Khaki D3 Classic Fit Pleated,$33.99 ,http://www.zappos.com/images/z/1/4/3/1434090-p-DETAILED.jpg,http://www.zappos.com/product/7664236,,42,34,12,20,17,
,,Dockers Men's,Advantage 365 Khaki D3 Classic Fit Pleated,$33.99 ,http://www.zappos.com/images/z/1/4/3/1434090-p-DETAILED.jpg,http://www.zappos.com/product/7664236,,42,34,12,20,17,
,,Dockers Men's,Advantage 365 Khaki D3 Classic Fit Flat Front,$33.99 ,http://www.zappos.com/images/z/1/1/9/1192314-p-DETAILED.jpg,http://www.zappos.com/product/7693848,,,32,12,20,16,
,,Dockers Big & Tall,Big & Tall True Chino D4 Relaxed Fit Pleat,$35.99 ,http://www.zappos.com/images/z/1/4/3/1434170-p-DETAILED.jpg,http://www.zappos.com/product/7664269,,48,38,12,18,17,
,,Dockers Big & Tall,Big & Tall True Chino D4 Relaxed Fit Pleat,$35.99 ,http://www.zappos.com/images/z/1/4/3/1434170-p-DETAILED.jpg,http://www.zappos.com/product/7664269,,48,38,12,18,17,
,,Dockers Big & Tall,Big & Tall Signature Khaki D3 Classic Fit Pleated,$39.99 ,http://www.zappos.com/images/z/1/1/9/1192614-p-DETAILED.jpg,http://www.zappos.com/product/7693888,,48,38,11,20,16,
,,Dockers Big & Tall,Big & Tall Signature Khaki D3 Classic Fit Pleated,$39.99 ,http://www.zappos.com/images/z/1/1/9/1192614-p-DETAILED.jpg,http://www.zappos.com/product/7693888,,48,38,11,20,16,
,,Dockers Big & Tall,Big & Tall Signature Khaki D3 Classic Fit Pleated,$39.99 ,http://www.zappos.com/images/z/1/1/9/1192614-p-DETAILED.jpg,http://www.zappos.com/product/7693888,,48,38,11,20,16,
,,Cutter & Buck Big and Tall,Big & Tall Gabardine Microfiber Trouser,$63.99 ,http://www.zappos.com/images/z/1/2/1/1217031-p-DETAILED.jpg,http://www.zappos.com/product/7675497,,,,,,,
,,Costume National,80P001 32010 940,$212.99 ,http://www.zappos.com/images/z/1/2/1/1217342-p-DETAILED.jpg,http://www.zappos.com/product/7675628,,,,,,,
,,Cutter & Buck Big and Tall,Big & Tall Gabardine Microfiber Trouser,$63.99 ,http://www.zappos.com/images/z/1/2/1/1217031-p-DETAILED.jpg,http://www.zappos.com/product/7675497,,,,,,,
,,Cutter & Buck Big and Tall,Big & Tall Gabardine Microfiber Trouser,$63.99 ,http://www.zappos.com/images/z/1/2/1/1217031-p-DETAILED.jpg,http://www.zappos.com/product/7675497,,,,,,,
,,Cutter & Buck Big and Tall,Big & Tall Gabardine Microfiber Trouser,$63.99 ,http://www.zappos.com/images/z/1/2/1/1217031-p-DETAILED.jpg,http://www.zappos.com/product/7675497,,,,,,,
,,Dockers Men's,Soft Khaki D3 Classic Fit Flat Front,$31.99 ,http://www.zappos.com/images/z/1/0/5/1054786-p-DETAILED.jpg,http://www.zappos.com/product/7604015,,,34,12,19.75,14,
,,Travis Mathew,Nooner,$73.99 ,http://www.zappos.com/images/z/1/2/2/1229292-p-DETAILED.jpg,http://www.zappos.com/product/7680886,,,,,,,
,,Dockers Big & Tall,Big & Tall True Chino D4 Relaxed Fit Flat Front,$35.99 ,http://www.zappos.com/images/z/1/2/5/1257429-p-DETAILED.jpg,http://www.zappos.com/product/7693853,,44,38,12,19,17,
,,Dockers Men's,Advantage 365 Khaki D3 Classic Fit Flat Front,$33.99 ,http://www.zappos.com/images/z/1/1/9/1192314-p-DETAILED.jpg,http://www.zappos.com/product/7693848,,,32,12,20,16,
,,Dockers Men's,Soft Khaki D1 Slim Fit Flat Front,$31.99 ,http://www.zappos.com/images/z/1/2/5/1257501-p-DETAILED.jpg,http://www.zappos.com/product/7693903,,,34,12,18,16,
,,Dockers Big & Tall,Big & Tall Signature Khaki D3 Classic Fit Flat Front,$39.99 ,http://www.zappos.com/images/z/1/1/9/1192623-p-DETAILED.jpg,http://www.zappos.com/product/7816888,46,43,32,14,20,18,
,,Dockers Big & Tall,Big & Tall True Chino D4 Relaxed Fit Flat Front,$35.99 ,http://www.zappos.com/images/z/1/2/5/1257429-p-DETAILED.jpg,http://www.zappos.com/product/7693853,,44,38,12,19,17,
,,Dockers Big & Tall,Big & Tall Comfort Cargo D3 Classic Fit Flat Front,$35.99 ,http://www.zappos.com/images/z/1/5/4/1541870-p-DETAILED.jpg,http://www.zappos.com/product/7693909,,44,32,14,20,19,
,,Dockers Big & Tall,Big & Tall True Chino D4 Relaxed Fit Flat Front,$35.99 ,http://www.zappos.com/images/z/1/2/5/1257429-p-DETAILED.jpg,http://www.zappos.com/product/7693853,,44,38,12,19,17,
,,Dockers Big & Tall,Big & Tall True Chino D4 Relaxed Fit Pleated,$35.99 ,http://www.zappos.com/images/z/1/2/5/1257427-p-DETAILED.jpg,http://www.zappos.com/product/7693852,,48,38,12,18,17,
,,Dockers Big & Tall,Big & Tall Signature Khaki D3 Classic Fit Pleated,$39.99 ,http://www.zappos.com/images/z/1/1/9/1192614-p-DETAILED.jpg,http://www.zappos.com/product/7693888,,48,38,11,20,16,
,,Dockers Men's,Soft Khaki D1 Slim Fit Flat Front,$31.99 ,http://www.zappos.com/images/z/1/2/5/1257501-p-DETAILED.jpg,http://www.zappos.com/product/7693903,,,34,12,18,16,
,,Dockers Big & Tall,Big & Tall Comfort Cargo D3 Classic Fit Flat Front,$35.99 ,http://www.zappos.com/images/z/1/5/4/1541870-p-DETAILED.jpg,http://www.zappos.com/product/7693909,,44,32,14,20,19,
,,Dockers Men's,Soft Khaki D1 Slim Fit Flat Front,$31.99 ,http://www.zappos.com/images/z/1/2/5/1257501-p-DETAILED.jpg,http://www.zappos.com/product/7693903,,,34,12,18,16,
,,Cutter & Buck Big and Tall,Big & Tall West Mercer Jean,$68.99 ,http://www.zappos.com/images/z/1/2/6/1260267-p-DETAILED.jpg,http://www.zappos.com/product/7694932,,,,12.5,,,
,,Dockers Big & Tall,Big & Tall Signature Khaki D3 Classic Fit Flat Front,$39.99 ,http://www.zappos.com/images/z/1/1/9/1192623-p-DETAILED.jpg,http://www.zappos.com/product/7816888,46,43,32,14,20,18,
,,Ian Poulter Design,Casual Slacks,$71.99 ,http://www.zappos.com/images/z/1/2/9/1296219-p-DETAILED.jpg,http://www.zappos.com/product/7706529,,,,,,,
,,Costume National,80JP024 32118 950,$168.99 ,http://www.zappos.com/images/z/1/3/1/1318427-p-DETAILED.jpg,http://www.zappos.com/product/7720727,,,,,,,
,,Costume National,80P111 20328,$197.99 ,http://www.zappos.com/images/z/1/3/1/1318419-p-DETAILED.jpg,http://www.zappos.com/product/7720724,,44,34,9,18,16,
,,Kuhl,Slackr Jean,$79.00 ,http://www.zappos.com/images/z/1/3/2/2/5/0/1322503-p-DETAILED.jpg,http://www.zappos.com/product/7722621,32,43,32,11,18,16,
,,Patagonia,Men's Capilene&#174; 1 SW Bottom,$45.00 ,http://www.zappos.com/images/z/1/3/1/1317687-p-DETAILED.jpg,http://www.zappos.com/product/7720455,,,,,,,
,,Costume National,80P111 20328,$197.99 ,http://www.zappos.com/images/z/1/3/1/1318419-p-DETAILED.jpg,http://www.zappos.com/product/7720724,,44,34,9,18,16,
,,Costume National,80P115 20287 930,$245.99 ,http://www.zappos.com/images/z/1/3/1/1318425-p-DETAILED.jpg,http://www.zappos.com/product/7720725,,43,34,9,14,15,
,,Horny Toad,"Dusty 32""",$68.00 ,http://www.zappos.com/images/z/1/4/8/2/3/8/1482387-p-DETAILED.jpg,http://www.zappos.com/product/7644264,,,,,,,
,,Kuhl,Slackr Jean,$79.00 ,http://www.zappos.com/images/z/1/3/2/2/5/0/1322503-p-DETAILED.jpg,http://www.zappos.com/product/7722621,32,43,32,11,18,16,
,,BOSS Black,Texas 10137203 01,$107.99 ,http://www.zappos.com/images/z/1/3/2/1325674-p-DETAILED.jpg,http://www.zappos.com/product/7723762,,,,,,,
,,Nautica,True Khaki Flat Front,$40.00 ,http://www.zappos.com/images/z/1/3/3/1336585-p-DETAILED.jpg,http://www.zappos.com/product/7728016,,,,,,,
,,Nautica,True Khaki Flat Front,$40.00 ,http://www.zappos.com/images/z/1/3/3/1336585-p-DETAILED.jpg,http://www.zappos.com/product/7728016,,,,,,,
,,Nautica,True Khaki Flat Front,$40.00 ,http://www.zappos.com/images/z/1/3/3/1336585-p-DETAILED.jpg,http://www.zappos.com/product/7728016,,,,,,,
,,Nautica Big & Tall,Big & Tall True Khaki Flat Front,$55.99 ,http://www.zappos.com/images/z/1/3/4/1347719-p-DETAILED.jpg,http://www.zappos.com/product/7733482,,,,,,,
,,Nautica,True Khaki Flat Front,$40.00 ,http://www.zappos.com/images/z/1/3/3/1336585-p-DETAILED.jpg,http://www.zappos.com/product/7728016,,,,,,,
,,Nautica Big & Tall,Big & Tall True Khaki Flat Front,$55.99 ,http://www.zappos.com/images/z/1/3/4/1347719-p-DETAILED.jpg,http://www.zappos.com/product/7733482,,,,,,,
,,Tommy Bahama Big & Tall,Big & Tall Standard Blue Dylan Jeans,$138.00 ,http://www.zappos.com/images/z/1/8/2/4/3/9/1824392-p-DETAILED.jpg,http://www.zappos.com/product/7739701,,,,,,,
,,adidas Golf,ClimaLite&#174; Textured Trouser,$63.99 ,http://www.zappos.com/images/z/1/3/6/1360898-p-DETAILED.jpg,http://www.zappos.com/product/7739147,,,,,,,
,,RVCA,Romero Stretch Twill II,$47.99 ,http://www.zappos.com/images/z/1/3/6/1363855-p-DETAILED.jpg,http://www.zappos.com/product/7702324,,,,,,,
,,Dockers Men's,Iron Free Khaki D3 Classic Fit Flat Front,$35.99 ,http://www.zappos.com/images/z/1/3/9/1391626-p-DETAILED.jpg,http://www.zappos.com/product/7752475,,42,32,12,20,17,
,,Dockers Men's,SF Tapered Khakis ,$39.99 ,http://www.zappos.com/images/z/1/4/0/1400882-p-DETAILED.jpg,http://www.zappos.com/product/7756710,,40,30,10,16,15,
,,Dockers Men's,SF Tapered Khakis ,$39.99 ,http://www.zappos.com/images/z/1/4/0/1400882-p-DETAILED.jpg,http://www.zappos.com/product/7756710,,40,30,10,16,15,
,,Dockers Men's,Iron Free Khaki D3 Classic Fit Flat Front,$35.99 ,http://www.zappos.com/images/z/1/3/9/1391626-p-DETAILED.jpg,http://www.zappos.com/product/7752475,,42,32,12,20,17,
,,Dockers Men's,Iron Free Khaki D3 Classic Fit Pleated,$35.99 ,http://www.zappos.com/images/z/1/3/9/1391639-p-DETAILED.jpg,http://www.zappos.com/product/7752484,,,32,12,18,16,
,,Dockers Men's,Iron Free Khaki D3 Classic Fit Flat Front,$35.99 ,http://www.zappos.com/images/z/1/3/9/1391626-p-DETAILED.jpg,http://www.zappos.com/product/7752475,,42,32,12,20,17,
,,Dockers Men's,Iron Free Khaki D3 Classic Fit Flat Front,$35.99 ,http://www.zappos.com/images/z/1/3/9/1391626-p-DETAILED.jpg,http://www.zappos.com/product/7752475,,42,32,12,20,17,
,,Dockers Men's,Iron Free Khaki D3 Classic Fit Pleated,$35.99 ,http://www.zappos.com/images/z/1/3/9/1391639-p-DETAILED.jpg,http://www.zappos.com/product/7752484,,,32,12,18,16,
,,Ian Poulter Design,Tartan Boot Leg Trouser,$101.99 ,http://www.zappos.com/images/z/1/4/0/1408439-p-DETAILED.jpg,http://www.zappos.com/product/7759845,32,44,34,11.5,20,15.5,
,,Ian Poulter Design,Tartan Boot Leg Trouser,$101.99 ,http://www.zappos.com/images/z/1/4/0/1408439-p-DETAILED.jpg,http://www.zappos.com/product/7759845,32,44,34,11.5,20,15.5,
,,Ian Poulter Design,Tartan Boot Leg Trouser,$101.99 ,http://www.zappos.com/images/z/1/4/0/1408439-p-DETAILED.jpg,http://www.zappos.com/product/7759845,32,44,34,11.5,20,15.5,
,,Dockers Men's,Iron Free Khaki D3 Classic Fit Flat Front,$35.99 ,http://www.zappos.com/images/z/1/3/9/1391626-p-DETAILED.jpg,http://www.zappos.com/product/7752475,,42,32,12,20,17,
,,Dockers Men's,Iron Free Khaki D3 Classic Fit Pleated,$35.99 ,http://www.zappos.com/images/z/1/3/9/1391639-p-DETAILED.jpg,http://www.zappos.com/product/7752484,,,32,12,18,16,
,,Lacoste,Classic Chino,$65.99 ,http://www.zappos.com/images/z/1/4/0/1400016-p-DETAILED.jpg,http://www.zappos.com/product/7756379,,,,,,,
,,Nike Golf,Base Layer Tight,$62.99 ,http://www.zappos.com/images/z/1/3/9/1398866-p-DETAILED.jpg,http://www.zappos.com/product/7755932,26,40,30,12,9,15,
,,Tommy Bahama,Flying Fishbone,$135.00 ,http://www.zappos.com/images/z/1/4/1/1414335-p-DETAILED.jpg,http://www.zappos.com/product/7762469,,,33.5,12.5,,13.5,
,,Loudmouth Golf,Splash Sport Coat,$325.00 ,http://www.zappos.com/images/z/1/4/1/1417244-p-DETAILED.jpg,http://www.zappos.com/product/7763872,,,,,,13.5,
,,Dockers Men's,Comfort Khaki D4 Relaxed Fit Pleated,$33.99 ,http://www.zappos.com/images/z/1/4/3/1433668-p-DETAILED.jpg,http://www.zappos.com/product/7771791,,44,32,12,19,17,
,,Dockers Men's,Lived & Worn Khaki D2 Straight Fit Flat Front,$35.99 ,http://www.zappos.com/images/z/1/4/3/1433730-p-DETAILED.jpg,http://www.zappos.com/product/7771824,,41.5,32,10.5,18,16,
,,Dockers Men's,True Chino D4 Relaxed Fit Pleated,$22.99 ,http://www.zappos.com/images/z/1/0/1/1014364-p-DETAILED.jpg,http://www.zappos.com/product/7586215,,44,34,11,19,16,
,,Dockers Big & Tall,Big & Tall True Chino D4 Relaxed Fit Flat Front,$35.99 ,http://www.zappos.com/images/z/1/2/5/1257429-p-DETAILED.jpg,http://www.zappos.com/product/7693853,,44,38,12,19,17,
,,Dockers Big & Tall,Big & Tall True Chino D4 Relaxed Fit Flat Front,$35.99 ,http://www.zappos.com/images/z/1/2/5/1257429-p-DETAILED.jpg,http://www.zappos.com/product/7693853,,44,38,12,19,17,
,,Dockers Big & Tall,Big & Tall Microfiber Golf Khaki D3 Classic Fit Pleated,$39.99 ,http://www.zappos.com/images/z/1/4/3/1434173-p-DETAILED.jpg,http://www.zappos.com/product/7772052,,44,32,12,20,18,
,,Dockers Men's,Comfort Khaki D4 Relaxed Fit Pleated,$33.99 ,http://www.zappos.com/images/z/1/4/3/1433668-p-DETAILED.jpg,http://www.zappos.com/product/7771791,,44,32,12,19,17,
,,Dockers Men's,Signature Khaki D2 Straight Fit Flat Front,$35.99 ,http://www.zappos.com/images/z/1/4/3/1433768-p-DETAILED.jpg,http://www.zappos.com/product/7608825,,42,32,11,18,16,
,,Dockers Men's,Signature Khaki D2 Straight Fit Flat Front,$35.99 ,http://www.zappos.com/images/z/1/4/3/1433768-p-DETAILED.jpg,http://www.zappos.com/product/7608825,,42,32,11,18,16,
,,Dockers Men's,Advantage 365 Khaki D3 Classic Fit Pleated,$33.99 ,http://www.zappos.com/images/z/1/4/3/1434090-p-DETAILED.jpg,http://www.zappos.com/product/7664236,,42,34,12,20,17,
,,Dockers Men's,Soft Khaki D1 Slim Fit Flat Front,$31.99 ,http://www.zappos.com/images/z/1/2/5/1257501-p-DETAILED.jpg,http://www.zappos.com/product/7693903,,,34,12,18,16,
,,Dockers Men's,Signature Khaki D3 Classic Fit Flat Front,$35.99 ,http://www.zappos.com/images/z/1/0/6/1066420-p-DETAILED.jpg,http://www.zappos.com/product/7608803,,44,34,12,20,16,
,,Dockers Big & Tall,Big & Tall True Chino D4 Relaxed Fit Pleat,$35.99 ,http://www.zappos.com/images/z/1/4/3/1434170-p-DETAILED.jpg,http://www.zappos.com/product/7664269,,48,38,12,18,17,
,,Dockers Men's,Lived & Worn Khaki D2 Straight Fit Flat Front,$35.99 ,http://www.zappos.com/images/z/1/4/3/1433730-p-DETAILED.jpg,http://www.zappos.com/product/7771824,,41.5,32,10.5,18,16,
,,Dockers Men's,Signature Khaki D3 Classic Fit Pleated,$35.99 ,http://www.zappos.com/images/z/1/0/6/1066456-p-DETAILED.jpg,http://www.zappos.com/product/7608810,,,32,12,20,16,
,,Dockers Men's,Signature Khaki D3 Classic Fit Pleated,$35.99 ,http://www.zappos.com/images/z/1/0/6/1066456-p-DETAILED.jpg,http://www.zappos.com/product/7608810,,,32,12,20,16,
,,Dockers Big & Tall,Big & Tall Microfiber Golf Khaki D3 Classic Fit Pleated,$39.99 ,http://www.zappos.com/images/z/1/4/3/1434173-p-DETAILED.jpg,http://www.zappos.com/product/7772052,,44,32,12,20,18,
,,Vince,Five Pocket,$116.99 ,http://www.zappos.com/images/z/1/4/4/1446076-p-DETAILED.jpg,http://www.zappos.com/product/7777578,,41.5,31,10,14.5,14.5,
,,Vince,Five Pocket,$116.99 ,http://www.zappos.com/images/z/1/4/4/1446076-p-DETAILED.jpg,http://www.zappos.com/product/7777578,,41.5,31,10,14.5,14.5,
,,Vince,Chino Trousers,$109.99 ,http://www.zappos.com/images/z/1/4/4/1446078-p-DETAILED.jpg,http://www.zappos.com/product/7777579,,43,32.5,10,15.5,15.5,
,,Crooks & Castles,Can't Stop Bandito Sweatpants,$62.99 ,http://www.zappos.com/images/z/1/4/4/7/7/9/1447796-p-DETAILED.jpg,http://www.zappos.com/product/7778390,28,41,32,12,12,15,
,,Theory,Alton Balance,$129.99 ,http://www.zappos.com/images/z/1/4/5/1452281-p-DETAILED.jpg,http://www.zappos.com/product/7780552,32,41.5,32,10.5,14,15,
,,Columbia,Men's Baselayer Midweight Tight w/ Fly,$55.00 ,http://www.zappos.com/images/z/1/4/5/1456034-p-DETAILED.jpg,http://www.zappos.com/product/7782129,26,38,29,9,8,16,
,,The North Face,Men's Warm Tights ,$44.00 ,http://www.zappos.com/images/z/1/4/6/1/4/5/1461459-p-DETAILED.jpg,http://www.zappos.com/product/7784234,28,38,28,11,9,16,
,,Patagonia,Men's Merino 2 LW Bottom,$70.00 ,http://www.zappos.com/images/z/1/4/6/1469360-p-DETAILED.jpg,http://www.zappos.com/product/7787326,28,41,31,11,8,14,
,,Patagonia,Men's Merino 3 MW Bottom,$85.00 ,http://www.zappos.com/images/z/1/4/6/1469385-p-DETAILED.jpg,http://www.zappos.com/product/7787327,26,40,30,11,10,14,
,,Patagonia,Men's Straight Fit Organic Cotton Jeans - Reg,$79.00 ,http://www.zappos.com/images/z/1/4/6/1469255-p-DETAILED.jpg,http://www.zappos.com/product/7787271,34,41,32,10,16,15,
,,Mountain Hardwear,Cordoba Gene,$50.00 ,http://www.zappos.com/images/z/1/4/8/1481683-p-DETAILED.jpg,http://www.zappos.com/product/7791881,32,40,31,9,16,16,
,,Mountain Hardwear,Cordoba Gene,$50.00 ,http://www.zappos.com/images/z/1/4/8/1481683-p-DETAILED.jpg,http://www.zappos.com/product/7791881,32,40,31,9,16,16,
,,Mountain Hardwear,Tonada Cord Gene,$65.00 ,http://www.zappos.com/images/z/1/4/8/1481733-p-DETAILED.jpg,http://www.zappos.com/product/7791893,32,42,32,10,18,17,
,,Mountain Hardwear,Tonada Cord Gene,$65.00 ,http://www.zappos.com/images/z/1/4/8/1481733-p-DETAILED.jpg,http://www.zappos.com/product/7791893,32,42,32,10,18,17,
,,Horny Toad,"Dusty 32""",$68.00 ,http://www.zappos.com/images/z/1/4/8/2/3/8/1482387-p-DETAILED.jpg,http://www.zappos.com/product/7644264,,,,,,,
,,Tommy Bahama,Curtis,$98.00 ,http://www.zappos.com/images/z/1/1/9/1195547-p-DETAILED.jpg,http://www.zappos.com/product/7468585,,,,,,,
,,KR3W,K Slim Basics Cord,$56.00 ,http://www.zappos.com/images/z/1/5/0/1504535-p-DETAILED.jpg,http://www.zappos.com/product/7800555,,42,32,10,16,15,
,,Kuhl,Rydr,$69.00 ,http://www.zappos.com/images/z/9/2/4/924331-p-DETAILED.jpg,http://www.zappos.com/product/7547122,,,,,,,
,,Kuhl,Slackr Jean,$79.00 ,http://www.zappos.com/images/z/1/3/2/2/5/0/1322503-p-DETAILED.jpg,http://www.zappos.com/product/7722621,32,43,32,11,18,16,
,,Royal Robbins,Billly Goat Utility Cord,$68.00 ,http://www.zappos.com/images/z/1/5/0/7/3/2/1507325-p-DETAILED.jpg,http://www.zappos.com/product/7801426,32,42,32,11,20,16,
,,Royal Robbins,Billly Goat Utility Cord,$68.00 ,http://www.zappos.com/images/z/1/5/0/7/3/2/1507325-p-DETAILED.jpg,http://www.zappos.com/product/7801426,32,42,32,11,20,16,
,,Kuhl,Rydr,$69.00 ,http://www.zappos.com/images/z/9/2/4/924331-p-DETAILED.jpg,http://www.zappos.com/product/7547122,,,,,,,
